ID,clump,size,lnsize,wetmass,wetdemse,density,ogshell,lnshell,shell,final,foil,ogtissue,lntissue,tissue,ogcondition,condition,totaldense,type
83,10,18,2.890371758,0.677,61.265,20,0.214,-1.541779264,1.051155288,,,0.036,-3.324236341,0.162657602,0.168224299,0.154741744,34,clump
426,44,31.5,3.449987546,3.903,113.604,22,1.324,0.280657458,0.85771569,,,0.132,-2.024953356,0.087483327,0.099697885,0.101995717,36,clump
427,44,26.4,3.27336401,2.721,63.69,22,1.11,0.104360015,1.362875982,,,0.086,-2.453407983,0.104460846,0.077477477,0.07664736,36,clump
428,44,30,3.401197382,3.399,63.69,22,1.199,0.181487876,0.926786748,,,0.126,-2.071473372,0.098719103,0.105087573,0.106517603,36,clump
429,44,30.2,3.407841924,3.22,63.69,22,1.174,0.160416721,0.885895586,,,0.101,-2.292634762,0.077348896,0.086030664,0.087311526,36,clump
430,44,30.9,3.430756184,3.972,63.69,22,1.609,0.475612868,1.11749586,,,0.13,-2.040220829,0.092032734,0.080795525,0.08235622,36,clump
431,44,23.5,3.157000421,1.909,63.69,22,0.679,-0.387134151,1.270409367,,,0.048,-3.036554268,0.086903052,0.070692194,0.06840555,36,clump
432,44,28.5,3.349904087,3.251,63.69,22,1.365,0.311154429,1.27038054,,,0.116,-2.154165088,0.108366907,0.084981685,0.085302713,36,clump
433,44,30.6,3.421000009,2.74,63.69,22,1.053,0.051643233,0.757628637,,,0.113,-2.18036746,0.082719997,0.107312441,0.109182775,36,clump
434,44,31.3,3.443618098,3.003,63.69,22,1.176,0.162118849,0.779608193,,,0.118,-2.137070655,0.079932149,0.100340136,0.102528616,36,clump
435,44,30.1,3.404525172,3.163,63.69,22,1.327,0.282920755,1.013444064,,,0.097,-2.3330443,0.075135505,0.073097212,0.074138779,36,clump
436,44,26.9,3.292126287,2.006,63.69,22,0.786,-0.240798487,0.90169335,,,0.071,-2.645075402,0.080865744,0.090330789,0.08968209,36,clump
437,44,29.6,3.387774361,2.899,63.69,22,0.983,-0.017146159,0.797658685,,,0.111,-2.198225078,0.091064471,0.112919634,0.114164708,36,clump
438,44,31.5,3.449987546,3.71,63.69,22,1.472,0.38662202,0.953593275,,,0.105,-2.253794929,0.06958901,0.071331522,0.072975567,36,clump
439,44,29.2,3.374168709,2.846,63.69,22,0.999,-0.0010005,0.851567622,,,0.135,-2.002480501,0.116045191,0.135135135,0.136272432,36,clump
440,44,26.3,3.269568939,2.254,63.69,22,0.882,-0.125563223,1.097914068,,,0.083,-2.488914671,0.102137784,0.094104308,0.093028942,36,clump
441,44,26.6,3.280911216,2.274,63.69,22,0.899,-0.106472245,1.074058018,,,0.077,-2.563949857,0.091138792,0.085650723,0.084854627,36,clump
442,44,26.9,3.292126287,2.728,63.69,22,1.074,0.071389996,1.232084807,,,0.088,-2.430418465,0.100227964,0.081936685,0.081348267,36,clump
443,44,26.6,3.280911216,2.955,63.69,22,1.025,0.024692613,1.224593402,,,0.097,-2.3330443,0.114811206,0.094634146,0.093754552,36,clump
444,44,30,3.401197382,3.005,63.69,22,1.03,0.029558802,0.796155422,,,0.09,-2.407945609,0.070513645,0.087378641,0.088567688,36,clump
445,44,26.9,3.292126287,3.486,63.69,22,1.184,0.168898536,1.358275988,,,0.117,-2.145581344,0.133257634,0.098817568,0.098107922,36,clump
446,44,25.7,3.246490992,2.172,63.69,22,0.859,-0.151986357,1.162451472,,,0.086,-2.453407983,0.114547179,0.100116414,0.098539321,36,clump
447,44,24.7,3.206803244,2.074,63.69,22,0.818,-0.200892942,1.277997215,,,0.072,-2.63108916,0.109885023,0.08801956,0.085982209,36,clump
380,42,23.6,3.161246712,1.914,57.0659,27,0.697,-0.360969868,1.284194784,,,0.085,-2.465104022,0.151665679,0.12195122,0.118101771,37,clump
381,42,31.1,3.437207819,4.033,76.835,27,1.482,0.393392527,1.005530318,,,0.13,-2.040220829,0.090018501,0.087719298,0.089523408,37,clump
382,42,28.2,3.339321978,2.796,76.835,27,1.204,0.185649347,1.164298369,,,0.109,-2.216407397,0.105591416,0.090531561,0.090691028,37,clump
383,42,32.7,3.487375078,3.142,76.835,27,1.137,0.128393215,0.643334993,,,0.09,-2.407945609,0.052468697,0.079155673,0.081557349,37,clump
384,42,25.4,3.234749174,2.84,76.835,27,1.103,0.09803374,1.55746047,,,0.094,-2.364460497,0.130348118,0.085222121,0.083692729,37,clump
385,42,29.7,3.391147046,3.425,76.835,27,1.366,0.311886761,1.094994473,,,0.124,-2.087473713,0.10055962,0.090775988,0.091835733,37,clump
386,42,28.3,3.342861805,2.848,76.835,27,1.102,0.097126711,1.052093342,,,0.108,-2.225624052,0.103360081,0.09800363,0.09824231,37,clump
387,42,29.6,3.387774361,3.307,76.835,27,1.339,0.291923067,1.086536093,,,0.105,-2.253794929,0.086142067,0.078416729,0.079281367,37,clump
388,42,25.2,3.226843995,2.09,76.835,27,0.905,-0.099820335,1.314977119,,,0.084,-2.47693848,0.119682868,0.09281768,0.091015172,37,clump
389,42,31.4,3.446807893,4.356,76.835,27,1.678,0.517602608,1.099629051,,,0.172,-1.760260802,0.115243466,0.10250298,0.104802129,37,clump
390,42,27.2,3.303216973,2.507,76.835,27,1.036,0.035367144,1.141720758,,,0.091,-2.396895772,0.09977612,0.087837838,0.087391001,37,clump
391,42,29.7,3.391147046,3.63,76.835,27,1.526,0.422649933,1.223251513,,,0.132,-2.024953356,0.107047337,0.086500655,0.087510488,37,clump
392,42,28.5,3.349904087,2.663,76.835,27,1.123,0.116003676,1.045155565,,,0.122,-2.103734234,0.113972092,0.108637578,0.109047969,37,clump
393,42,32.6,3.484312288,3.953,76.835,27,1.609,0.475612868,0.920551111,,,0.126,-2.071473372,0.074231927,0.078309509,0.080638572,37,clump
394,42,29.3,3.377587516,3.118,76.835,27,1.319,0.276873874,1.11051284,,,0.112,-2.189256408,0.095152158,0.084912813,0.085683078,37,clump
395,42,29.2,3.374168709,2.974,76.835,27,1.265,0.235072122,1.078311353,,,0.093,-2.375155786,0.079942242,0.073517787,0.074136512,37,clump
396,42,28.4,3.346389145,2.66,76.835,27,1.153,0.142367241,1.086817169,,,0.095,-2.353878387,0.089825213,0.082393755,0.082649792,37,clump
397,42,28.2,3.339321978,2.837,76.835,27,1.131,0.123102197,1.093705528,,,0.09,-2.407945609,0.087185573,0.079575597,0.079715765,37,clump
398,42,24.4,3.194583132,2.221,76.835,27,0.873,-0.135819723,1.425616282,,,0.082,-2.501036032,0.130503845,0.093928981,0.091542055,37,clump
399,42,28.5,3.349904087,2.88,76.835,27,1.356,0.30453919,1.262004405,,,0.113,-2.18036746,0.105564314,0.083333333,0.083648135,37,clump
400,42,25.5,3.238678452,2.633,76.835,27,0.983,-0.017146159,1.368414411,,,0.097,-2.3330443,0.132707502,0.098677518,0.09697903,37,clump
401,42,30,3.401197382,2.686,76.835,27,1.058,0.056380333,0.817798482,,,0.117,-2.145581344,0.091667738,0.110586011,0.112090864,37,clump
402,42,26.6,3.280911216,2.387,76.835,27,1.059,0.057325067,1.265214061,,,0.085,-2.465104022,0.100607758,0.0802644,0.079518368,37,clump
403,42,25.5,3.238678452,2.606,76.835,27,1.002,0.001998003,1.394863926,,,0.106,-2.244316185,0.145020569,0.105788423,0.103967538,37,clump
404,42,23.6,3.161246712,1.948,76.835,27,0.819,-0.199671195,1.508974933,,,0.067,-2.70306266,0.119548241,0.081807082,0.079224802,37,clump
405,42,22.3,3.104586678,1.845,76.835,27,0.75,-0.287682072,1.696435037,,,0.072,-2.63108916,0.156028299,0.096,0.091974226,37,clump
406,42,26.3,3.269568939,2.536,76.835,27,0.951,-0.050241216,1.183805305,,,0.062,-2.780620894,0.076295694,0.065194532,0.064449529,37,clump
495,48,28,3.33220451,3.498,74.118,25,1.232,0.208638865,1.222469996,,,0.127,-2.063568193,0.126068978,0.103084416,0.103126439,37,clump
496,48,14.5,2.674148649,0.503,66.513,25,0.199,-1.614450454,2.138161389,,,0.03,-3.506557897,0.284567675,0.150753769,0.133089895,37,clump
497,48,28.9,3.363841595,2.946,66.513,25,1.111,0.105260511,0.983113008,,,0.108,-2.225624052,0.09618353,0.097209721,0.097835681,37,clump
498,48,29.9,3.39785848,3.216,66.513,25,1.227,0.204572166,0.95996287,,,0.093,-2.375155786,0.073703367,0.075794621,0.076777311,37,clump
499,48,28,3.33220451,2.943,66.513,25,1.15,0.139761942,1.141104298,,,0.082,-2.501036032,0.081398868,0.071304348,0.071333416,37,clump
500,48,26.4,3.27336401,2.663,66.513,25,0.99,-0.010050336,1.215538038,,,0.098,-2.3227878,0.119036778,0.098989899,0.097929291,37,clump
501,48,26.1,3.261935314,2.988,66.513,25,1.093,0.088926209,1.398688808,,,0.14,-1.966112856,0.176851054,0.128087832,0.126440602,37,clump
502,48,26.4,3.27336401,2.595,66.513,25,1.139,0.130150684,1.398482652,,,0.094,-2.364460497,0.114178134,0.082528534,0.081644298,37,clump
503,48,30.6,3.421000009,3.271,66.513,25,1.134,0.125751205,0.815907763,,,0.136,-1.995100393,0.09955681,0.119929453,0.122019688,37,clump
504,48,28,3.33220451,2.543,66.513,25,0.928,-0.074723546,0.920821556,,,0.103,-2.273026291,0.102244919,0.110991379,0.111036626,37,clump
505,48,25.9,3.254242969,2.098,66.513,25,0.836,-0.179126666,1.100020315,,,0.107,-2.234926445,0.138778486,0.127990431,0.12615993,37,clump
506,48,24.2,3.186352633,2.35,66.513,25,0.94,-0.061875404,1.581451229,,,0.085,-2.465104022,0.139151784,0.090425532,0.087989931,37,clump
507,48,26.2,3.265759411,1.976,66.513,25,0.689,-0.372514008,0.869577155,,,0.08,-2.525728644,0.099740862,0.116110305,0.114700416,37,clump
508,48,30.4,3.414442608,3.639,66.513,25,1.359,0.306749135,1.001282575,,,0.138,-1.980501594,0.103318776,0.101545254,0.103186432,37,clump
509,48,23,3.135494216,2.168,66.513,25,0.9,-0.105360516,1.820234399,,,0.094,-2.364460497,0.183213695,0.104444444,0.100653902,37,clump
510,48,26.3,3.269568939,2.869,66.513,25,1.044,0.043059489,1.299571754,,,0.106,-2.244316185,0.130441026,0.101532567,0.100372315,37,clump
511,48,29.5,3.384390263,3.276,66.513,25,1.468,0.38390093,1.205896215,,,0.113,-2.18036746,0.093787614,0.076975477,0.0777742,37,clump
512,48,25.4,3.234749174,2.681,66.513,25,1.073,0.070458464,1.515099805,,,0.093,-2.375155786,0.128961435,0.08667288,0.085117452,37,clump
513,48,25.9,3.254242969,2.465,66.513,25,1.008,0.00796817,1.326340285,,,0.089,-2.419118909,0.115432572,0.088293651,0.087030888,37,clump
514,48,23.5,3.157000421,2.475,66.513,25,0.996,-0.004008021,1.863516539,,,0.106,-2.244316185,0.191910906,0.106425703,0.102983205,37,clump
515,48,26.7,3.284663565,2.23,66.513,25,0.945,-0.056570351,1.113783082,,,0.062,-2.780620894,0.072446035,0.065608466,0.065045013,37,clump
516,48,23,3.135494216,1.926,66.513,25,1.245,0.21913553,2.517990919,,,0.057,-2.864704011,0.111097666,0.045783133,0.044121552,37,clump
517,48,26.9,3.292126287,3.482,66.513,25,1.418,0.349247428,1.626719047,,,0.131,-2.032557956,0.149202992,0.092383639,0.091720198,37,clump
518,48,29,3.36729583,2.967,66.513,25,1.245,0.21913553,1.087998192,,,0.097,-2.3330443,0.085369583,0.077911647,0.078464821,37,clump
519,48,28.1,3.335769576,2.745,66.513,25,0.987,-0.01308524,0.96680714,,,0.11,-2.207274913,0.107866495,0.111448835,0.111569816,37,clump
520,49,33.8,3.520460802,4.66,68.858,24,2.243,0.807814256,1.125875563,,,0.154,-1.870802677,0.080148057,0.068658047,0.071187314,42,clump
521,49,29.2,3.374168709,3.513,72.306,24,1.432,0.359072069,1.2206655,,,0.11,-2.207274913,0.09455534,0.076815642,0.077462122,42,clump
522,49,16.4,2.797281335,0.665,72.306,24,0.24,-1.427116356,1.651262378,,,0.041,-3.194183212,0.254932976,0.170833333,0.154386716,42,clump
523,49,31.5,3.449987546,3.973,72.306,24,1.31,0.270027137,0.848646189,,,0.119,-2.128631786,0.078867545,0.090839695,0.092933363,42,clump
524,49,29.4,3.380994674,3.445,72.306,24,1.336,0.289680075,1.111037446,,,0.146,-1.924148657,0.1225965,0.109281437,0.110344165,42,clump
525,49,26.7,3.284663565,3.011,72.306,24,1.236,0.211880359,1.456757555,,,0.123,-2.095570924,0.143723585,0.099514563,0.098659921,42,clump
526,49,25.4,3.234749174,2.721,72.306,24,1.051,0.049742092,1.484035317,,,0.1,-2.302585093,0.13866821,0.095147479,0.093439966,42,clump
527,49,30.8,3.42751469,4.441,72.306,24,2.038,0.711968935,1.432155451,,,0.119,-2.128631786,0.085187243,0.058390579,0.059481841,42,clump
528,49,26.6,3.280911216,2.595,72.306,24,1.025,0.024692613,1.224593402,,,0.075,-2.590267165,0.088771551,0.073170732,0.072490633,42,clump
529,49,14.3,2.660259537,0.442,72.306,24,0.168,-1.7837913,1.898158179,,,0.022,-3.816712826,0.218865158,0.130952381,0.115303962,42,clump
530,49,25.4,3.234749174,2.528,72.306,24,1.017,0.016857117,1.436026562,,,0.104,-2.26336438,0.144214939,0.102261554,0.100426373,42,clump
531,49,28,3.33220451,3.087,72.306,24,1.197,0.179818427,1.187740735,,,0.128,-2.055725015,0.127061647,0.106934002,0.106977595,42,clump
532,49,31.4,3.446807893,4.059,72.306,24,1.642,0.495915011,1.076037486,,,0.145,-1.931021537,0.097152922,0.088306943,0.090287674,42,clump
533,49,26.9,3.292126287,3.084,72.306,24,1.184,0.168898536,1.358275988,,,0.145,-1.931021537,0.16514835,0.122466216,0.121586741,42,clump
534,49,25,3.218875825,2.773,72.306,24,0.995,-0.005012542,1.488057879,,,0.114,-2.171556831,0.166927227,0.114572864,0.112177913,42,clump
535,49,27.8,3.325036021,2.992,72.306,24,1.09,0.086177696,1.110002383,,,0.134,-2.009915479,0.13632883,0.12293578,0.122818502,42,clump
536,49,28.9,3.363841595,3.698,72.306,24,1.599,0.469378434,1.414939424,,,0.116,-2.154165088,0.103308236,0.072545341,0.07301248,42,clump
537,49,27.4,3.310543013,3.492,72.306,24,1.257,0.22872793,1.349018218,,,0.103,-2.273026291,0.110130942,0.08194113,0.081637846,42,clump
538,49,21.4,3.063390922,1.02,72.306,24,0.375,-0.980829253,0.984629816,,,0.06,-2.813410717,0.149757495,0.16,0.152095226,42,clump
539,49,29.7,3.391147046,3.469,72.306,24,1.257,0.22872793,1.007619365,,,0.117,-2.145581344,0.094882867,0.093078759,0.094165386,42,clump
540,49,28.7,3.356897123,2.898,72.306,24,1.155,0.144100344,1.04806711,,,0.098,-2.3227878,0.089381518,0.084848485,0.085282247,42,clump
541,49,31.6,3.453157121,5.164,72.306,24,2.315,0.839409688,1.48259773,,,0.142,-1.951928221,0.093093254,0.061339093,0.062790635,42,clump
542,49,28.5,3.349904087,3.137,72.306,24,1.173,0.15956457,1.091689651,,,0.099,-2.312635429,0.09248555,0.084398977,0.084717804,42,clump
543,49,23.6,3.161246712,1.439,72.306,24,0.592,-0.524248644,1.09073646,,,0.053,-2.937463365,0.094568012,0.089527027,0.086701064,42,clump
84,11,32.25,3.473518043,3.83,139.718,36,1.284,0.249980205,0.7638833,,,0.123,-2.095570924,0.07519773,0.244,0.098441386,46,clump
85,11,25.83,3.251536607,2.607,105.424,36,0.941,-0.060812139,1.250370871,,,0.107,-2.234926445,0.14007274,0.11370882,0.112024954,46,clump
86,11,26.97,3.294725137,2.332,105.424,36,1.085,0.081579987,1.233048861,,,0.118,-2.137070655,0.133203893,0.10875576,0.108028074,46,clump
87,11,26.33,3.270708974,2.544,105.424,36,0.89,-0.116533816,1.103309788,,,0.107,-2.234926445,0.131157729,0.120224719,0.118876612,46,clump
88,11,28.01,3.332561589,2.622,105.424,36,0.854,-0.157824085,0.846299319,,,0.093,-2.375155786,0.092205227,0.108899297,0.108951083,46,clump
89,11,28.98,3.366605937,3.789,105.424,36,1.368,0.313349819,1.198476526,,,0.132,-2.024953356,0.11644827,0.096491228,0.09716358,46,clump
90,11,30.89,3.430432507,4.227,105.424,36,1.472,0.38662202,1.023544093,,,0.137,-1.987774353,0.097096081,0.248,0.094862626,46,clump
91,11,28.05,3.333988632,3.295,105.424,36,1.244,0.218331994,1.22643061,,,0.11,-2.207274913,0.108527429,0.088424437,0.088490476,46,clump
92,11,28.83,3.361416512,3.401,105.424,36,1.346,0.297137231,1.201564334,,,0.119,-2.128631786,0.106865223,0.088410104,0.088938411,46,clump
93,11,25.78,3.249598998,2.267,105.424,36,0.888,-0.118783536,1.188251565,,,0.088,-2.430418465,0.115968179,0.099099099,0.097595646,46,clump
94,11,26.72,3.285412349,3.399,105.424,36,1.272,0.240590465,1.495129199,,,0.099,-2.312635429,0.115383236,0.077830189,0.077172753,46,clump
95,11,28.14,3.337192052,2.656,105.424,36,1.169,0.156148682,1.139202341,,,0.12,-2.120263536,0.117099803,0.102651839,0.102791049,46,clump
96,11,26.73,3.28578653,2.879,105.424,36,1.153,0.142367241,1.35342019,,,0.104,-2.26336438,0.121055205,0.09019948,0.089443919,46,clump
97,11,27.92,3.329343278,3.066,105.424,36,1.201,0.183154543,1.204117265,,,0.116,-2.154165088,0.116285262,0.096586178,0.096573038,46,clump
98,11,25.87,3.253083996,2.693,105.424,36,1.016,0.015873349,1.342487376,,,0.123,-2.095570924,0.160165849,0.121062992,0.119305292,46,clump
99,11,31.44,3.448080968,4.315,105.424,36,1.67,0.512823626,1.089354572,,,0.137,-1.987774353,0.091392808,0.262,0.083896291,46,clump
100,11,30.31,3.411477691,3.699,105.424,36,1.179,0.164666622,0.878035934,,,0.107,-2.234926445,0.080928329,0.238,0.092169723,46,clump
101,11,30.05,3.402862661,3.848,105.424,36,0.983,-0.017146159,0.755259311,,,0.11,-2.207274913,0.085692476,0.239,0.113460999,46,clump
102,11,27.64,3.319263999,2.469,105.424,36,1.008,0.00796817,1.048171644,,,0.109,-2.216407397,0.113111714,0.108134921,0.107913351,46,clump
103,11,32.1,3.46885603,4.098,105.424,36,1.741,0.554459661,1.053392273,,,0.135,-2.002480501,0.083864481,0.254,0.079613724,46,clump
104,11,28.56,3.352007137,3.01,105.424,36,0.993,-0.007024615,0.917157935,,,0.113,-2.18036746,0.10480557,0.113796576,0.114272108,46,clump
105,11,24.05,3.180134997,1.525,105.424,36,0.635,-0.45413028,1.092639024,,,0.062,-2.780620894,0.103686812,0.097637795,0.094895761,46,clump
106,11,26.94,3.293612171,2.254,105.424,36,0.879,-0.128970381,1.002972831,,,0.088,-2.430418465,0.099718444,0.100113766,0.099422876,46,clump
107,11,24.39,3.194173212,2.594,105.424,36,0.961,-0.03978087,1.571651477,,,0.107,-2.234926445,0.170531205,0.111342352,0.108504466,46,clump
108,11,26.73,3.28578653,2.611,105.424,36,0.93,-0.072570693,1.091657222,,,0.079,-2.538307427,0.091955396,0.084946237,0.08423468,46,clump
109,11,26.7,3.284663565,2.599,105.424,36,0.988,-0.012072581,1.164463159,,,0.089,-2.419118909,0.103995115,0.090080972,0.089307346,46,clump
110,11,26.89,3.29175447,2.296,105.424,36,1.481,0.392717535,1.701280519,,,0.133,-2.017406151,0.151674212,0.089804186,0.089152971,46,clump
111,11,32.41,3.478467017,2.721,105.424,36,1.37,0.31481074,0.800575047,,,0.14,-1.966112856,0.084150271,0.261,0.105112283,46,clump
112,11,30.57,3.420019136,3.972,105.424,36,1.32,0.277631737,0.953112175,,,0.111,-2.198225078,0.081529763,0.221,0.085540575,46,clump
113,11,27.4,3.310543013,2.381,105.424,36,0.82,-0.198450939,0.880027795,,,0.096,-2.343407088,0.102646314,0.117073171,0.116639855,46,clump
114,11,30.32,3.411807561,3.497,105.424,36,1.437,0.362557607,1.068898948,,,0.15,-1.897119985,0.113322637,0.259,0.106018101,46,clump
115,11,22.96,3.133753571,1.741,105.424,36,0.626,-0.468404908,1.274077038,,,0.077,-2.563949857,0.150978019,0.123003195,0.118499914,46,clump
116,11,29.36,3.379633204,3.506,105.424,36,1.352,0.301584978,1.129898314,,,0.126,-2.071473372,0.106297695,0.093195266,0.094077222,46,clump
117,11,26.18,3.26499576,2.091,105.424,36,0.95,-0.051293294,1.202300631,,,0.088,-2.430418465,0.110002703,0.092631579,0.091493509,46,clump
118,11,28.92,3.364533397,3.632,105.424,36,1.306,0.266969031,1.152776054,,,0.169,-1.777856564,0.150152695,0.129402757,0.130253135,46,clump
120,11,15.53,2.742773637,0.454,105.424,36,0.175,-1.742969305,1.466685348,,,0.027,-3.611918413,0.202396142,0.154285714,0.137995612,46,clump
121,11,15.93,2.768204124,0.504,105.424,36,0.192,-1.650259907,1.467640524,,,0.028,-3.575550769,0.192359872,0.145833333,0.13106743,46,clump
221,30,32.5,3.481240089,4.699,105.911,25,1.71,0.536493371,0.989277014,,,0.142,-1.951928221,0.084544425,0.244,0.08546082,47,clump
222,30,27.7,3.321432413,2.871,77.13,25,1.128,0.120446153,1.163782735,,,0.131,-2.032557956,0.134934264,0.116134752,0.115944549,47,clump
223,30,30.8,3.42751469,3.138,77.13,25,1.005,0.004987542,0.706239563,,,0.105,-2.253794929,0.075165214,0.238,0.106430195,47,clump
224,30,32.8,3.490428515,3.755,77.13,25,1.266,0.235862324,0.708451242,,,0.128,-2.055725015,0.073844685,0.285,0.10423397,47,clump
225,30,27.1,3.299533728,2.781,77.13,25,1.117,0.11064652,1.247509652,,,0.086,-2.453407983,0.095492737,0.076991943,0.076546692,47,clump
226,30,28.8,3.360375387,3.385,77.13,25,1.247,0.220740667,1.117391137,,,0.147,-1.917322692,0.132482239,0.117882919,0.118563889,47,clump
227,30,27.1,3.299533728,3.116,77.13,25,1.184,0.168898536,1.322337895,,,0.112,-2.189256408,0.124362634,0.094594595,0.094047546,47,clump
228,30,28.2,3.339321978,3.25,77.13,25,1.193,0.176471143,1.153661092,,,0.094,-2.364460497,0.091060487,0.078792959,0.078931749,47,clump
229,30,29.6,3.387774361,3.767,77.13,25,1.464,0.381172416,1.187967767,,,0.152,-1.883874758,0.124700897,0.103825137,0.104969933,47,clump
230,30,29.5,3.384390263,2.998,77.13,25,1.144,0.134530893,0.939744735,,,0.134,-2.009915479,0.11121717,0.117132867,0.118348277,47,clump
231,30,26,3.258096538,2.556,77.13,25,1.01,0.009950331,1.310561569,,,0.086,-2.453407983,0.11007696,0.085148515,0.083992208,47,clump
232,30,28.9,3.363841595,3.06,77.13,25,1.182,0.167207919,1.045940212,,,0.154,-1.870802677,0.137150589,0.130287648,0.131126605,47,clump
233,30,25,3.218875825,2.21,77.13,25,0.747,-0.291690094,1.117165061,,,0.104,-2.26336438,0.152284488,0.139223561,0.136313329,47,clump
234,30,26.6,3.280911216,2.48,77.13,25,0.965,-0.035627178,1.152909886,,,0.115,-2.162823151,0.136116378,0.119170984,0.118063328,47,clump
235,30,26.5,3.277144733,2.114,77.13,25,0.721,-0.327116142,0.873222215,,,0.102,-2.282782466,0.122299134,0.14147018,0.140054996,47,clump
236,30,24.7,3.206803244,1.597,77.13,25,0.814,-0.205794913,1.27174784,,,0.089,-2.419118909,0.135830098,0.109336609,0.106805842,47,clump
237,30,30.7,3.424262655,3.797,77.13,25,1.365,0.311154429,0.97057993,,,0.135,-2.002480501,0.097725004,0.259,0.10068723,47,clump
238,30,29.1,3.370738174,3.791,77.13,25,1.434,0.360467742,1.23764504,,,0.107,-2.234926445,0.093065215,0.074616457,0.075195401,47,clump
239,30,21.3,3.058707073,1.569,77.13,25,0.807,-0.214431611,2.155157156,,,0.063,-2.764620553,0.159792013,0.078066914,0.074144019,47,clump
240,30,25.3,3.230804396,2.49,77.13,25,0.974,-0.026343975,1.395090061,,,0.081,-2.513306124,0.113851351,0.083162218,0.081608603,47,clump
240,30,25.3,3.230804396,2.49,77.13,25,0.974,-0.026343975,1.395090061,,,0.081,-2.513306124,0.113851351,0.083162218,0.081608603,47,clump
241,30,28.4,3.346389145,3.064,77.13,25,1.138,0.129272336,1.072678178,,,0.102,-2.282782466,0.096443913,0.089630931,0.089909458,47,clump
242,30,29.7,3.391147046,4.462,77.13,25,1.604,0.472500509,1.285776819,,,0.179,-1.720369473,0.145162677,0.11159601,0.112898813,47,clump
243,30,28.8,3.360375387,3.074,77.13,25,1.356,0.30453919,1.215062054,,,0.108,-2.225624052,0.09733389,0.079646018,0.080106106,47,clump
244,30,23.6,3.161246712,2.079,77.13,25,0.843,-0.170788321,1.553193979,,,0.087,-2.44184716,0.155234283,0.103202847,0.0999452,47,clump
245,30,26.6,3.280911216,2.537,77.13,25,1.126,0.11867153,1.345260654,,,0.107,-2.234926445,0.126647413,0.095026643,0.094143401,47,clump
341,41,26.2,3.265759411,2.623,102.13,39,0.995,-0.005012542,1.255775427,,,0.102,-2.282782466,0.127169599,0.102512563,0.101267787,47,clump
342,41,24.4,3.194583132,2.314,117.853,39,0.952,-0.049190244,1.554623941,,,0.085,-2.465104022,0.135278376,0.089285714,0.087016784,47,clump
343,41,27.7,3.321432413,2.321,117.853,39,0.925,-0.077961541,0.954343112,,,0.09,-2.407945609,0.09270293,0.097297297,0.097137946,47,clump
344,41,26.8,3.288401888,2.62,117.853,39,1.031,0.030529205,1.198809802,,,0.079,-2.538307427,0.091134183,0.076624636,0.076020552,47,clump
345,41,30.2,3.407841924,3.759,117.853,39,1.385,0.32570014,1.045115321,,,0.15,-1.897119985,0.114874598,0.108303249,0.109915715,47,clump
346,41,25,3.218875825,2.33,117.853,39,0.861,-0.149660775,1.287656115,,,0.088,-2.430418465,0.128856105,0.102206736,0.100070278,47,clump
347,41,27.1,3.299533728,2.84,117.853,39,1.128,0.120446153,1.259794886,,,0.087,-2.44184716,0.096603118,0.07712766,0.076681624,47,clump
348,41,32,3.465735903,4.612,117.853,39,1.462,0.379805361,0.89463117,,,0.17,-1.771956842,0.106743405,0.11627907,0.119315545,47,clump
349,41,27.4,3.310543013,2.519,117.853,39,0.861,-0.149660775,0.924029185,,,0.089,-2.419118909,0.095161687,0.103368177,0.102985586,47,clump
350,41,25.2,3.226843995,3.257,117.853,39,1.106,0.100749903,1.607032811,,,0.076,-2.577021939,0.1082845,0.068716094,0.067381636,47,clump
351,41,28.7,3.356897123,3.283,117.853,39,1.138,0.129272336,1.032641014,,,0.158,-1.845160246,0.144104897,0.13884007,0.139549848,47,clump
352,41,30.5,3.417726684,2.821,117.853,39,1.095,0.090754363,0.797238522,,,0.102,-2.282782466,0.075510663,0.093150685,0.094715271,47,clump
353,41,24.8,3.210843653,2.405,117.853,39,1.052,0.050693114,1.619721062,,,0.075,-2.590267165,0.112888202,0.071292776,0.069696076,47,clump
354,41,28.3,3.342861805,3.379,117.853,39,1.092,0.088010877,1.042546216,,,0.12,-2.120263536,0.114844534,0.10989011,0.110157739,47,clump
355,41,29.9,3.39785848,4.242,117.853,39,1.98,0.683096845,1.549084338,,,0.11,-2.207274913,0.087176026,0.055555556,0.056275842,47,clump
356,41,32,3.465735903,3.849,117.853,39,1.417,0.348541961,0.867094643,,,0.146,-1.924148657,0.091673748,0.10303458,0.105725193,47,clump
357,41,31.6,3.453157121,4.019,117.853,39,1.517,0.4167347,0.971533804,,,0.138,-1.980501594,0.090470908,0.090969018,0.09312173,47,clump
358,41,24.3,3.19047635,1.781,117.853,39,0.77,-0.261364764,1.276249512,,,0.086,-2.453407983,0.138811514,0.111688312,0.108765185,47,clump
359,41,30.2,3.407841924,3.02,117.853,39,1.229,0.206200831,0.927398361,,,0.124,-2.087473713,0.094963001,0.100895037,0.102397206,47,clump
360,41,26.3,3.269568939,2.464,117.853,39,1.117,0.11064652,1.390442193,,,0.108,-2.225624052,0.132902177,0.096687556,0.09558267,47,clump
361,41,29.6,3.387774361,4.047,117.853,39,1.607,0.474369087,1.304005602,,,0.174,-1.74869998,0.142749711,0.108276291,0.109470167,47,clump
