ID,Sample,size,lnsize,ogtissue,lntissue,tissue,ogshell,lnshell,shell,site,mass,no,ratio,ratio.m,location,body,Type,clump.density
H172,4.2.1,15.67,2.751748056,0.017,-4.074541935,0.01223495,0.23,-1.46967597,0.174937885,4,106.604,222,2.69047619,14.85189591,sport,0.069938822,Clump,high
H109,4.1.1,15.67,2.751748056,0.02,-3.912023005,0.014394058,0.218,-1.523260216,0.165810691,4,106.604,222,2.69047619,14.85189591,sport,0.086810195,Clump,high
N150,2.3.1,15.67,2.751748056,0.021,-3.863232841,0.015113761,0.192,-1.650259907,0.146035104,2,91.724,282,2.098901099,12.80138429,sport,0.10349403,Clump,high
N143,2.2.1,15.68,2.752386015,0.021,-3.863232841,0.015079658,0.185,-1.687399454,0.1404467,2,91.724,282,2.098901099,12.80138429,sport,0.107369256,Clump,high
H140,4.2.2,15.69,2.753023567,0.018,-4.017383521,0.012896274,0.214,-1.541779264,0.162157814,4,106.604,222,2.69047619,14.85189591,sport,0.079529154,Clump,high
H190,4.2.1,15.69,2.753023567,0.018,-4.017383521,0.012896274,0.21,-1.560647748,0.159126827,4,106.604,222,2.69047619,14.85189591,sport,0.081043995,Clump,high
H94,4.1.1,15.69,2.753023567,0.032,-3.442019376,0.022926709,0.249,-1.390302383,0.188678952,4,106.604,222,2.69047619,14.85189591,sport,0.121511747,Clump,high
M82,5.2,15.7,2.753660712,0.018,-4.017383521,0.012867211,0.215,-1.537117251,0.16261005,5,26.516,99,1.605263158,4.463836802,sport,0.079129247,Clump,mid
H52,4.1.1,15.71,2.754297452,0.012,-4.422848629,0.008558821,0.177,-1.731605546,0.133618787,4,106.604,222,2.69047619,14.85189591,sport,0.064054026,Clump,high
K86,1.4,15.74,2.756205243,0.033,-3.411247718,0.023378292,0.245,-1.406497068,0.183915975,1,25.697,116,2.135135135,9.707083333,sport,0.127113983,Clump,mid
H149,4.2.2,15.76,2.757475084,0.016,-4.135166557,0.011284076,0.203,-1.5945493,0.151818513,4,106.604,222,2.69047619,14.85189591,sport,0.074326089,Clump,high
N171,2.3.2,15.76,2.757475084,0.018,-4.017383521,0.012694586,0.195,-1.63475572,0.145835517,2,91.724,282,2.098901099,12.80138429,sport,0.087047285,Clump,high
M30,5.1,15.79,2.759376828,0.017,-4.074541935,0.011908865,0.206,-1.57987911,0.153201411,5,26.516,99,1.605263158,4.463836802,sport,0.077733392,Clump,mid
K96,1.4,15.79,2.759376828,0.034,-3.381394754,0.023817731,0.277,-1.283737773,0.206003839,1,25.697,116,2.135135135,9.707083333,sport,0.115617897,Clump,mid
N55,2.1,15.8,2.76000994,0.019,-3.9633163,0.013280103,0.197,-1.62455155,0.146235141,2,91.724,282,2.098901099,12.80138429,sport,0.090813349,Clump,high
N40,2.1.1,15.81,2.760642651,0.012,-4.422848629,0.008368663,0.146,-1.924148657,0.108175489,2,91.724,282,2.098901099,12.80138429,sport,0.077361915,Clump,high
N38,2.1.1,15.82,2.761274962,0.017,-4.074541935,0.011829091,0.194,-1.63989712,0.143472525,2,91.724,282,2.098901099,12.80138429,sport,0.082448474,Clump,high
L46,3.3,15.82,2.761274962,0.033,-3.411247718,0.022962353,0.209,-1.565421027,0.154565761,3,26.279,92,1.967741935,5.332289157,sport,0.148560408,Clump,mid
K70,1.4,15.83,2.761906874,0.022,-3.816712826,0.01527402,0.162,-1.820158944,0.119584127,1,25.697,116,2.135135135,9.707083333,sport,0.127726145,Clump,mid
H209,4.2.1,15.86,2.763800216,0.018,-4.017383521,0.012413422,0.223,-1.500583508,0.1636971,4,106.604,222,2.69047619,14.85189591,sport,0.075831655,Clump,high
H90,4.1.1,15.87,2.764430535,0.014,-4.268697949,0.009633358,0.215,-1.537117251,0.157531763,4,106.604,222,2.69047619,14.85189591,sport,0.061151848,Clump,high
M77,5.2,15.87,2.764430535,0.022,-3.816712826,0.015138135,0.184,-1.692819521,0.134817881,5,26.516,99,1.605263158,4.463836802,sport,0.112285808,Clump,mid
K75,1.4,15.88,2.765060456,0.022,-3.816712826,0.015104406,0.205,-1.5847453,0.14992622,1,25.697,116,2.135135135,9.707083333,sport,0.100745593,Clump,mid
N106,2.2.1,15.91,2.766947842,0.011,-4.509860006,0.007501898,0.195,-1.63475572,0.141821986,2,91.724,282,2.098901099,12.80138429,sport,0.052896581,Clump,high
H151,4.2.2,15.92,2.76757618,0.017,-4.074541935,0.011568076,0.233,-1.456716825,0.169145698,4,106.604,222,2.69047619,14.85189591,sport,0.06839119,Clump,high
N137,2.2.1,15.94,2.768831673,0.019,-3.9633163,0.012871675,0.182,-1.703748592,0.131634614,2,91.724,282,2.098901099,12.80138429,sport,0.097783358,Clump,high
N69,2.1.1?,15.94,2.768831673,0.021,-3.863232841,0.014226588,0.188,-1.671313316,0.135974217,2,91.724,282,2.098901099,12.80138429,sport,0.104627098,Clump,high
H222,4.2.1,15.95,2.769458829,0.014,-4.268697949,0.009463353,0.214,-1.541779264,0.154493456,4,106.604,222,2.69047619,14.85189591,sport,0.061254068,Clump,high
H70,4.1.1,15.95,2.769458829,0.022,-3.816712826,0.014870983,0.213,-1.546463113,0.153771524,4,106.604,222,2.69047619,14.85189591,sport,0.096708301,Clump,high
L80,3.4,15.96,2.770085592,0.019,-3.9633163,0.012814649,0.204,-1.589635285,0.147002453,3,26.279,92,1.967741935,5.332289157,sport,0.087173032,Clump,mid
H69,4.1.1,15.96,2.770085592,0.02,-3.912023005,0.013489105,0.189,-1.666008264,0.136193449,4,106.604,222,2.69047619,14.85189591,sport,0.099043712,Clump,high
M90,5.2,15.97,2.770711962,0.02,-3.912023005,0.013459219,0.179,-1.720369473,0.128749647,5,26.516,99,1.605263158,4.463836802,sport,0.104537912,Clump,mid
N71,2.1.1?,15.97,2.770711962,0.023,-3.772261063,0.015478102,0.173,-1.754463684,0.124434016,2,91.724,282,2.098901099,12.80138429,sport,0.12438803,Clump,high
N50,2.1.1,15.98,2.77133794,0.015,-4.199705078,0.010072064,0.167,-1.789761467,0.119897076,2,91.724,282,2.098901099,12.80138429,sport,0.08400592,Clump,high
M80,5.2,15.98,2.77133794,0.019,-3.9633163,0.012757948,0.188,-1.671313316,0.134973954,5,26.516,99,1.605263158,4.463836802,sport,0.094521554,Clump,mid
L37,3.3,15.99,2.771963527,0.021,-3.863232841,0.014069688,0.181,-1.709258248,0.129709056,3,26.279,92,1.967741935,5.332289157,sport,0.108471131,Clump,mid
K80,1.4,15.99,2.771963527,0.032,-3.442019376,0.021439525,0.22,-1.514127733,0.157657417,1,25.697,116,2.135135135,9.707083333,sport,0.13598805,Clump,mid
H169,4.2.1,16,2.772588722,0.017,-4.074541935,0.011364561,0.172,-1.760260802,0.123032621,4,106.604,222,2.69047619,14.85189591,sport,0.092370303,Clump,high
H143,4.2.2,16,2.772588722,0.028,-3.575550769,0.0187181,0.238,-1.435484605,0.170242813,4,106.604,222,2.69047619,14.85189591,sport,0.109949426,Clump,high
M49,5.1,16.03,2.774461967,0.027,-3.611918413,0.017930266,0.177,-1.731605546,0.125912373,5,26.516,99,1.605263158,4.463836802,sport,0.142402737,Clump,mid
N59,2.1.1?,16.05,2.77570885,0.019,-3.9633163,0.012562008,0.252,-1.378326191,0.178607784,2,91.724,282,2.098901099,12.80138429,sport,0.070332928,Clump,high
N139,2.2.1,16.06,2.776331709,0.013,-4.342805922,0.008576122,0.211,-1.555897146,0.149274419,2,91.724,282,2.098901099,12.80138429,sport,0.057452057,Clump,high
N131,2.2.1,16.06,2.776331709,0.023,-3.772261063,0.01517314,0.23,-1.46967597,0.162716192,2,91.724,282,2.098901099,12.80138429,sport,0.093249108,Clump,high
H87,4.1.1,16.06,2.776331709,0.033,-3.411247718,0.021770157,0.231,-1.465337568,0.163423654,4,106.604,222,2.69047619,14.85189591,sport,0.133213012,Clump,high
H103,4.1.1,16.07,2.77695418,0.017,-4.074541935,0.011190237,0.172,-1.760260802,0.121460474,4,106.604,222,2.69047619,14.85189591,sport,0.092130687,Clump,high
M32,5.1,16.07,2.77695418,0.024,-3.729701449,0.015797982,0.24,-1.427116356,0.169479732,5,26.516,99,1.605263158,4.463836802,sport,0.093214578,Clump,mid
H105,4.1.1,16.1,2.778819272,0.017,-4.074541935,0.011116577,0.24,-1.427116356,0.168551069,4,106.604,222,2.69047619,14.85189591,sport,0.065953761,Clump,high
N180,2.3.2,16.11,2.779440197,0.021,-3.863232841,0.013702082,0.227,-1.482805262,0.159129865,2,91.724,282,2.098901099,12.80138429,sport,0.086106289,Clump,high
N129,2.2.1,16.12,2.780060737,0.018,-4.017383521,0.011718863,0.161,-1.826350914,0.112656894,2,91.724,282,2.098901099,12.80138429,sport,0.104022603,Clump,high
N43,2.1.1,16.13,2.780680892,0.017,-4.074541935,0.011043537,0.194,-1.63989712,0.135500277,2,91.724,282,2.098901099,12.80138429,sport,0.081501955,Clump,high
K9,1.1,16.15,2.78192005,0.021,-3.863232841,0.013582289,0.176,-1.737271284,0.122480148,1,25.697,116,2.135135135,9.707083333,sport,0.110893798,Clump,mid
N176,2.3.2,16.15,2.78192005,0.025,-3.688879454,0.016169391,0.181,-1.709258248,0.125959698,2,91.724,282,2.098901099,12.80138429,sport,0.128369563,Clump,high
L34,3.3,16.18,2.783775912,0.025,-3.688879454,0.016063481,0.254,-1.370421012,0.175797342,3,26.279,92,1.967741935,5.332289157,sport,0.091374993,Clump,mid
H218,4.2.1,16.21,2.785628336,0.018,-4.017383521,0.01149009,0.217,-1.527857925,0.149371682,4,106.604,222,2.69047619,14.85189591,sport,0.076922814,Clump,high
N147,2.3.1,16.24,2.787477335,0.016,-4.135166557,0.010146761,0.184,-1.692819521,0.125968133,2,91.724,282,2.098901099,12.80138429,sport,0.080550225,Clump,high
N90,2,16.24,2.787477335,0.024,-3.729701449,0.015220142,0.259,-1.350927217,0.177313839,2,91.724,282,2.098901099,12.80138429,sport,0.085837305,Clump,high
H168,4.2.1,16.24,2.787477335,0.027,-3.611918413,0.01712266,0.202,-1.599487582,0.138291103,4,106.604,222,2.69047619,14.85189591,sport,0.123816064,Clump,high
H204,4.2.1,16.25,2.788092909,0.019,-3.9633163,0.012023043,0.225,-1.491654877,0.153758029,4,106.604,222,2.69047619,14.85189591,sport,0.078194573,Clump,high
H206,4.2.1,16.26,2.788708104,0.015,-4.199705078,0.009471222,0.183,-1.698269126,0.124830087,4,106.604,222,2.69047619,14.85189591,sport,0.075872908,Clump,high
N138,2.2.1,16.26,2.788708104,0.024,-3.729701449,0.015153955,0.239,-1.431291727,0.163029458,2,91.724,282,2.098901099,12.80138429,sport,0.092952249,Clump,high
M8,5,16.27,2.789322921,0.022,-3.816712826,0.013860916,0.229,-1.474033275,0.155925466,5,26.516,99,1.605263158,4.463836802,sport,0.088894499,Clump,mid
H66,4.1,16.31,2.791778417,0.027,-3.611918413,0.016863855,0.261,-1.343234872,0.176433251,4,106.604,222,2.69047619,14.85189591,sport,0.09558207,Clump,high
M16,5.1,16.31,2.791778417,0.028,-3.575550769,0.017488443,0.194,-1.63989712,0.131141957,5,26.516,99,1.605263158,4.463836802,sport,0.133355054,Clump,mid
N35,2.1,16.33,2.793003907,0.016,-4.135166557,0.009950124,0.182,-1.703748592,0.122586709,2,91.724,282,2.098901099,12.80138429,sport,0.081168047,Clump,high
H192,4.2.1,16.34,2.793616089,0.015,-4.199705078,0.009308042,0.161,-1.826350914,0.108246691,4,106.604,222,2.69047619,14.85189591,sport,0.085989158,Clump,high
N110,2.2.1,16.38,2.796061078,0.022,-3.816712826,0.013534112,0.183,-1.698269126,0.122155112,2,91.724,282,2.098901099,12.80138429,sport,0.110794475,Clump,high
M76,5.2,16.39,2.796671393,0.029,-3.540459449,0.017801906,0.252,-1.378326191,0.167911423,5,26.516,99,1.605263158,4.463836802,sport,0.106019625,Clump,mid
H25,4,16.41,2.797890905,0.013,-4.342805922,0.007945778,0.198,-1.619488248,0.13145727,4,106.604,222,2.69047619,14.85189591,sport,0.060443811,Clump,high
L20,3,16.45,2.800325477,0.021,-3.863232841,0.012725311,0.185,-1.687399454,0.121948449,3,26.279,92,1.967741935,5.332289157,sport,0.104349924,Clump,mid
N112,2.2.1,16.45,2.800325477,0.024,-3.729701449,0.014543213,0.207,-1.575036486,0.136450426,2,91.724,282,2.098901099,12.80138429,sport,0.106582393,Clump,high
N162,2.3.2,16.46,2.800933195,0.022,-3.816712826,0.013302621,0.255,-1.366491734,0.167790434,2,91.724,282,2.098901099,12.80138429,sport,0.079281167,Clump,high
N172,2.3.2,16.46,2.800933195,0.026,-3.649658741,0.01572128,0.251,-1.38230234,0.165158427,2,91.724,282,2.098901099,12.80138429,sport,0.095189087,Clump,high
H183,4.2.1,16.46,2.800933195,0.03,-3.506557897,0.018139938,0.263,-1.335601247,0.173054448,4,106.604,222,2.69047619,14.85189591,sport,0.104822144,Clump,high
N151,2.3.1,16.47,2.801540544,0.018,-4.017383521,0.010860581,0.217,-1.527857925,0.142531117,2,91.724,282,2.098901099,12.80138429,sport,0.076197963,Clump,high
N79,2.1.2?,16.47,2.801540544,0.019,-3.9633163,0.011463946,0.212,-1.551169004,0.13924699,2,91.724,282,2.098901099,12.80138429,sport,0.082328145,Clump,high
H97,4.1.1,16.51,2.803966258,0.019,-3.9633163,0.011365899,0.254,-1.370421012,0.165645689,4,106.604,222,2.69047619,14.85189591,sport,0.068615725,Clump,high
N140,2.2.1,16.51,2.803966258,0.02,-3.912023005,0.011964104,0.199,-1.614450454,0.129777528,2,91.724,282,2.098901099,12.80138429,sport,0.092189338,Clump,high
K52,1.2,16.51,2.803966258,0.036,-3.324236341,0.021535388,0.267,-1.320506621,0.174123618,1,25.697,116,2.135135135,9.707083333,sport,0.123678729,Clump,mid
H84,4.1.2,16.52,2.804571768,0.023,-3.772261063,0.013729251,0.241,-1.422958345,0.156887649,4,106.604,222,2.69047619,14.85189591,sport,0.087510084,Clump,high
H75,4.1.2,16.53,2.805176912,0.018,-4.017383521,0.010721632,0.223,-1.500583508,0.144911328,4,106.604,222,2.69047619,14.85189591,sport,0.073987538,Clump,high
N57,2.1,16.55,2.806386102,0.017,-4.074541935,0.010082722,0.199,-1.614450454,0.128855652,2,91.724,282,2.098901099,12.80138429,sport,0.078248193,Clump,high
L23,3,16.56,2.806990149,0.018,-4.017383521,0.010653013,0.189,-1.666008264,0.122162908,3,26.279,92,1.967741935,5.332289157,sport,0.087203333,Clump,mid
H78,4.1.2,16.56,2.806990149,0.023,-3.772261063,0.013612183,0.237,-1.439695138,0.153188409,4,106.604,222,2.69047619,14.85189591,sport,0.088859093,Clump,high
L78,3.4,16.58,2.80819715,0.023,-3.772261063,0.013554129,0.233,-1.456716825,0.150068384,3,26.279,92,1.967741935,5.332289157,sport,0.090319683,Clump,mid
L11,3.1,16.59,2.808800104,0.029,-3.540459449,0.017053539,0.225,-1.491654877,0.144658635,3,26.279,92,1.967741935,5.332289157,sport,0.117888153,Clump,mid
N63,2.1.1?,16.61,2.810004924,0.024,-3.729701449,0.014053191,0.277,-1.283737773,0.177459859,2,91.724,282,2.098901099,12.80138429,sport,0.079190817,Clump,high
H58,4.1.1,16.61,2.810004924,0.018,-4.017383521,0.010539893,0.198,-1.619488248,0.126848563,4,106.604,222,2.69047619,14.85189591,sport,0.083090365,Clump,high
L38,3.3,16.61,2.810004924,0.026,-3.649658741,0.01522429,0.26,-1.347073648,0.16656882,3,26.279,92,1.967741935,5.332289157,sport,0.091399402,Clump,mid
H188,4.2.1,16.62,2.810606789,0.019,-3.9633163,0.011101758,0.238,-1.435484605,0.152204423,4,106.604,222,2.69047619,14.85189591,sport,0.072939784,Clump,high
N201,2.3.1,16.62,2.810606789,0.012,-4.422848629,0.007011636,0.15,-1.897119985,0.095927157,2,91.724,282,2.098901099,12.80138429,sport,0.073093341,Clump,high
N199,2.3.3,16.63,2.811208293,0.031,-3.473768074,0.018074855,0.242,-1.418817553,0.15448848,2,91.724,282,2.098901099,12.80138429,sport,0.116998077,Clump,high
N153,2.3.1,16.64,2.811809435,0.021,-3.863232841,0.012218221,0.243,-1.414693836,0.154852381,2,91.724,282,2.098901099,12.80138429,sport,0.078902375,Clump,high
N149,2.3.1,16.66,2.813010637,0.025,-3.688879454,0.014483764,0.232,-1.461017907,0.14732035,2,91.724,282,2.098901099,12.80138429,sport,0.098314751,Clump,high
N148,2.3.1,16.67,2.813610697,0.021,-3.863232841,0.012140538,0.237,-1.439695138,0.150229551,2,91.724,282,2.098901099,12.80138429,sport,0.080813246,Clump,high
H92,4.1.1,16.71,2.816007343,0.028,-3.575550769,0.01605059,0.279,-1.276543497,0.175608236,4,106.604,222,2.69047619,14.85189591,sport,0.091399985,Clump,high
N120,2.2.1,16.72,2.816605608,0.022,-3.816712826,0.01258449,0.272,-1.301953213,0.170900818,2,91.724,282,2.098901099,12.80138429,sport,0.073636218,Clump,high
H96,4.1.1,16.76,2.818995095,0.022,-3.816712826,0.01247846,0.262,-1.339410775,0.163462955,4,106.604,222,2.69047619,14.85189591,sport,0.076338151,Clump,high
H226,4.2.1,16.78,2.820187701,0.019,-3.9633163,0.010731437,0.239,-1.431291727,0.148590176,4,106.604,222,2.69047619,14.85189591,sport,0.07222171,Clump,high
H81,4.1.2,16.79,2.820783471,0.026,-3.649658741,0.014654176,0.22,-1.514127733,0.136537715,4,106.604,222,2.69047619,14.85189591,sport,0.10732695,Clump,high
N198,2.3.3,16.81,2.821973947,0.023,-3.772261063,0.012908778,0.214,-1.541779264,0.132348977,2,91.724,282,2.098901099,12.80138429,sport,0.097535914,Clump,high
H150,4.2.2,16.82,2.822568655,0.016,-4.135166557,0.008961129,0.229,-1.474033275,0.141377862,4,106.604,222,2.69047619,14.85189591,sport,0.063384245,Clump,high
K92,1.4,16.82,2.822568655,0.03,-3.506557897,0.016802117,0.239,-1.431291727,0.147551568,1,25.697,116,2.135135135,9.707083333,sport,0.113872845,Clump,mid
H39,4.1.1,16.85,2.824350657,0.024,-3.729701449,0.013357143,0.224,-1.496109227,0.137566915,4,106.604,222,2.69047619,14.85189591,sport,0.097095603,Clump,high
H213,4.2.1,16.85,2.824350657,0.028,-3.575550769,0.015583333,0.217,-1.527857925,0.133267948,4,106.604,222,2.69047619,14.85189591,sport,0.116932339,Clump,high
M71,5.2,16.86,2.824943953,0.021,-3.863232841,0.011662972,0.214,-1.541779264,0.131196023,5,26.516,99,1.605263158,4.463836802,sport,0.088897296,Clump,mid
K21,1.1,16.87,2.825536897,0.027,-3.611918413,0.014963798,0.248,-1.394326533,0.151774897,1,25.697,116,2.135135135,9.707083333,sport,0.098592049,Clump,mid
N78,2.1.2?,16.9,2.827313622,0.022,-3.816712826,0.012116256,0.253,-1.37436579,0.15402655,2,91.724,282,2.098901099,12.80138429,sport,0.078663425,Clump,high
H57,4.1.1,16.91,2.827905163,0.028,-3.575550769,0.015388422,0.235,-1.448169765,0.142819035,4,106.604,222,2.69047619,14.85189591,sport,0.107747699,Clump,high
H56,4.1.1,16.92,2.828496354,0.017,-4.074541935,0.009323433,0.234,-1.452434164,0.141963827,4,106.604,222,2.69047619,14.85189591,sport,0.065674705,Clump,high
N72,2.1.1?,16.92,2.828496354,0.029,-3.540459449,0.015904679,0.233,-1.456716825,0.141357144,2,91.724,282,2.098901099,12.80138429,sport,0.112514151,Clump,high
H99,4.1.1,16.93,2.829087196,0.017,-4.074541935,0.009303947,0.247,-1.398366942,0.1495901,4,106.604,222,2.69047619,14.85189591,sport,0.062196273,Clump,high
N48,2.1.1,16.96,2.83085763,0.021,-3.863232841,0.011421285,0.205,-1.5847453,0.123507864,2,91.724,282,2.098901099,12.80138429,sport,0.092474148,Clump,high
N64,2.1.1?,16.96,2.83085763,0.031,-3.473768074,0.016859991,0.24,-1.427116356,0.144594573,2,91.724,282,2.098901099,12.80138429,sport,0.116601827,Clump,high
K79,1.4,16.96,2.83085763,0.036,-3.324236341,0.019579345,0.277,-1.283737773,0.166886236,1,25.697,116,2.135135135,9.707083333,sport,0.117321508,Clump,mid
H98,4.1.1,16.97,2.831447079,0.019,-3.9633163,0.010311997,0.247,-1.398366942,0.148553725,4,106.604,222,2.69047619,14.85189591,sport,0.069415944,Clump,high
K3,1.1,16.98,2.832036181,0.021,-3.863232841,0.01137372,0.203,-1.5945493,0.121879009,1,25.697,116,2.135135135,9.707083333,sport,0.093319761,Clump,mid
L7,3,16.98,2.832036181,0.026,-3.649658741,0.014081749,0.238,-1.435484605,0.142892631,3,26.279,92,1.967741935,5.332289157,sport,0.098547759,Clump,mid
L9,3.1,17,2.833213344,0.024,-3.729701449,0.012944468,0.24,-1.427116356,0.14359457,3,26.279,92,1.967741935,5.332289157,sport,0.090145941,Clump,mid
H194,4.2.1,17,2.833213344,0.028,-3.575550769,0.015101879,0.239,-1.431291727,0.14299626,4,106.604,222,2.69047619,14.85189591,sport,0.105610307,Clump,high
M1,5,17.01,2.833801406,0.022,-3.816712826,0.011841079,0.221,-1.509592577,0.131997791,5,26.516,99,1.605263158,4.463836802,sport,0.089706647,Clump,mid
N83,2.1.2?,17.02,2.834389123,0.024,-3.729701449,0.012890686,0.259,-1.350927217,0.154426636,2,91.724,282,2.098901099,12.80138429,sport,0.0834745,Clump,high
H212,4.2.1,17.04,2.835563521,0.017,-4.074541935,0.00909301,0.193,-1.64506509,0.11467723,4,106.604,222,2.69047619,14.85189591,sport,0.079292204,Clump,high
N160,2.3.2,17.06,2.836736542,0.025,-3.688879454,0.013316646,0.238,-1.435484605,0.140927596,2,91.724,282,2.098901099,12.80138429,sport,0.094492821,Clump,high
H191,4.2.1,17.07,2.837322537,0.023,-3.772261063,0.012225919,0.28,-1.272965676,0.165511196,4,106.604,222,2.69047619,14.85189591,sport,0.073867626,Clump,high
M15,5.1,17.07,2.837322537,0.026,-3.649658741,0.013820604,0.24,-1.427116356,0.14186674,5,26.516,99,1.605263158,4.463836802,sport,0.097419623,Clump,mid
H196,4.2.1,17.08,2.837908188,0.02,-3.912023005,0.01060921,0.254,-1.370421012,0.149883478,4,106.604,222,2.69047619,14.85189591,sport,0.070783052,Clump,high
N113,2.2.1,17.1,2.839078464,0.025,-3.688879454,0.013206671,0.282,-1.265848208,0.165833347,2,91.724,282,2.098901099,12.80138429,sport,0.079638211,Clump,high
N46,2.1.1,17.11,2.839663088,0.018,-4.017383521,0.009489139,0.253,-1.37436579,0.14852354,2,91.724,282,2.098901099,12.80138429,sport,0.063889798,Clump,high
H71,4.1.2,17.11,2.839663088,0.022,-3.816712826,0.011597836,0.276,-1.287354413,0.16202568,4,106.604,222,2.69047619,14.85189591,sport,0.071580236,Clump,high
L60,3,17.11,2.839663088,0.019,-3.9633163,0.010016313,0.196,-1.62964062,0.115061715,3,26.279,92,1.967741935,5.332289157,sport,0.08705166,Clump,mid
M27,5.1,17.11,2.839663088,0.023,-3.772261063,0.012125011,0.231,-1.465337568,0.13560845,5,26.516,99,1.605263158,4.463836802,sport,0.089411912,Clump,mid
L22,3,17.12,2.840247371,0.016,-4.135166557,0.008417357,0.16,-1.832581464,0.093766392,3,26.279,92,1.967741935,5.332289157,sport,0.089769446,Clump,mid
N133,2.2.1,17.14,2.841414913,0.022,-3.816712826,0.011526115,0.237,-1.439695138,0.13841456,2,91.724,282,2.098901099,12.80138429,sport,0.083272419,Clump,high
N179,2.3.2,17.15,2.841998174,0.023,-3.772261063,0.012025168,0.235,-1.448169765,0.137010878,2,91.724,282,2.098901099,12.80138429,sport,0.08776798,Clump,high
H224,4.2.1,17.16,2.842581094,0.024,-3.729701449,0.012522128,0.275,-1.290984181,0.16005678,4,106.604,222,2.69047619,14.85189591,sport,0.078235533,Clump,high
H85,4.1.2,17.17,2.843163675,0.021,-3.863232841,0.010934282,0.293,-1.22758267,0.170240792,4,106.604,222,2.69047619,14.85189591,sport,0.06422833,Clump,high
M25,5.1,17.17,2.843163675,0.02,-3.912023005,0.010413602,0.211,-1.555897146,0.122596611,5,26.516,99,1.605263158,4.463836802,sport,0.084942003,Clump,mid
N122,2.2.1,17.17,2.843163675,0.024,-3.729701449,0.012496322,0.209,-1.565421027,0.121434558,2,91.724,282,2.098901099,12.80138429,sport,0.102905814,Clump,high
M69,5.2,17.18,2.843745917,0.034,-3.381394754,0.017666662,0.24,-1.427116356,0.139207397,5,26.516,99,1.605263158,4.463836802,sport,0.126908929,Clump,mid
H131,4.2.2,17.22,2.846071499,0.02,-3.912023005,0.010306927,0.23,-1.46967597,0.132496219,4,106.604,222,2.69047619,14.85189591,sport,0.077790349,Clump,high
N188,2.3.3,17.22,2.846071499,0.023,-3.772261063,0.011852966,0.244,-1.410587054,0.140561206,2,91.724,282,2.098901099,12.80138429,sport,0.084326014,Clump,high
L27,3.2,17.26,2.848391686,0.03,-3.506557897,0.015333892,0.218,-1.523260216,0.124727903,3,26.279,92,1.967741935,5.332289157,sport,0.122938745,Clump,mid
N14,2,17.28,2.849549763,0.02,-3.912023005,0.01018076,0.233,-1.456716825,0.13285606,2,91.724,282,2.098901099,12.80138429,sport,0.076630001,Clump,high
N98,2.2.2,17.28,2.849549763,0.028,-3.575550769,0.014253064,0.237,-1.439695138,0.13513685,2,91.724,282,2.098901099,12.80138429,sport,0.105471335,Clump,high
H111,4.1.1,17.29,2.8501283,0.023,-3.772261063,0.011683914,0.269,-1.313043899,0.153121977,4,106.604,222,2.69047619,14.85189591,sport,0.076304617,Clump,high
N193,2.3.3,17.32,2.851861903,0.024,-3.729701449,0.012117297,0.221,-1.509592577,0.125158254,2,91.724,282,2.098901099,12.80138429,sport,0.096815804,Clump,high
N95,2.2.2,17.33,2.852439104,0.024,-3.729701449,0.012092556,0.247,-1.398366942,0.139645095,2,91.724,282,2.098901099,12.80138429,sport,0.086594922,Clump,high
H154,4.2.2,17.34,2.853015971,0.017,-4.074541935,0.008548082,0.272,-1.301953213,0.153518096,4,106.604,222,2.69047619,14.85189591,sport,0.055681265,Clump,high
N161,2.3.2,17.34,2.853015971,0.03,-3.506557897,0.01508485,0.281,-1.26940061,0.158597739,2,91.724,282,2.098901099,12.80138429,sport,0.095113904,Clump,high
H126,4.2.2,17.35,2.853592506,0.028,-3.575550769,0.01405048,0.286,-1.251763468,0.161145828,4,106.604,222,2.69047619,14.85189591,sport,0.087191087,Clump,high
H211,4.2.1,17.36,2.854168709,0.03,-3.506557897,0.015023402,0.243,-1.414693836,0.13668539,4,106.604,222,2.69047619,14.85189591,sport,0.109912271,Clump,high
K17,1.1,17.36,2.854168709,0.034,-3.381394754,0.017026522,0.245,-1.406497068,0.137810372,1,25.697,116,2.135135135,9.707083333,sport,0.123550365,Clump,mid
N167,2.3.2,17.37,2.85474458,0.029,-3.540459449,0.014493038,0.292,-1.231001477,0.163969052,2,91.724,282,2.098901099,12.80138429,sport,0.088388861,Clump,high
N15,2,17.39,2.855895328,0.01,-4.605170186,0.004977276,0.178,-1.725971729,0.099615457,2,91.724,282,2.098901099,12.80138429,sport,0.049964901,Clump,high
H148,4.2.2,17.39,2.855895328,0.022,-3.816712826,0.010950008,0.287,-1.248273063,0.160615934,4,106.604,222,2.69047619,14.85189591,sport,0.068175105,Clump,high
N108,2.2.1,17.43,2.85819286,0.029,-3.540459449,0.014317149,0.257,-1.358679194,0.142856603,2,91.724,282,2.098901099,12.80138429,sport,0.100220419,Clump,high
N99,2.2.2,17.51,2.862772146,0.025,-3.688879454,0.012143849,0.229,-1.474033275,0.125586742,2,91.724,282,2.098901099,12.80138429,sport,0.0966969,Clump,high
M31,5.1,17.52,2.863343086,0.021,-3.863232841,0.010180231,0.193,-1.64506509,0.10566597,5,26.516,99,1.605263158,4.463836802,sport,0.096343513,Clump,mid
H51,4.1.1,17.55,2.86505395,0.007,-4.96184513,0.003372915,0.231,-1.465337568,0.125834834,4,106.604,222,2.69047619,14.85189591,sport,0.026804299,Clump,high
